ticker	name	sector	market_cap	val_avg_3mo	trailingPE	last	mtd_rtn	mo3_rtn	year_rtn	daily_trend	weekly_trend	monthly_trend	trend_rank	pfh_250	days_since_high_250	breakout	longest_consolidation_window	position	price_extreme	vol_5_day_chng	vol_20_day_chng
1010	Riyad Bank	Banks	9	16	8.8	20.7	4.0%	-7.0%	-1.9%	down:15,12	down:10,9	flat	154	8.0%	320	-	738	39%	-	-4%	-1%
1020	Bank Aljazira	Banks	39	51	11.6	11.8	1.6%	-1.4%	-4.7%	up:1,*	down:267,133	down:4,2	127	12.0%	360	-	169	54%	-	+32%	-24%
1030	Saudi Investment Bank	Banks	37	142	7.8	13.55	1.0%	-1.5%	-5.7%	up:9,7	down:92,88	flat	62	7.0%	363	-	189	57%	-	-52%	-17%
1050	Banque Saudi Fransi	Banks	15	30	10.1	19.46	0.3%	-6.6%	11.6%	up:8,6	up:111,60	flat	21	7.1%	60	-	883	61%	-	+27%	-15%
1060	Saudi Awwal Bank	Banks	10	14	9.5	32.18	-0.6%	-15.0%	-3.8%	down:47,2	flat	down:209,151	184	17.7%	60	-	531	23%	-	-15%	-29%
1080	Arab National Bank	Banks	18	40	8.3	20.79	0.2%	-7.8%	-1.7%	down:12,2	down:50,2	up:372,182	92	24.9%	182	-	163	27%	-	+76%	-56%
1111	Saudi Tadawul Group Holding Co.	Financial Services	34	34	42.3	125.7	-5.0%	-15.4%	-25.1%	down:19,*	down:152,*	down:58,*	232	69.1%	563	4-Year Low	-	-	red	+102%	-24%
1120	Al Rajhi Bank	Banks	2	1	17.8	64.45	-2.2%	-11.5%	2.3%	down:46,1	flat	up:624,175	49	13.8%	175	-	201	8%	-	+11%	-44%
1140	Bank Albilad	Banks	19	27	13.5	24.24	-0.6%	-11.7%	-7.1%	down:15,6	down:325,268	down:225,6	247	23.8%	590	-	-	-	red	-19%	-24%
1150	Alinma Bank	Banks	11	6	12.1	24.2	-1.0%	-4.6%	12.4%	flat	up:66,61	up:21,17	11	5.2%	61	-	-	-	-	+1%	-41%
1180	The Saudi National Bank	Banks	3	3	10.5	38.14	-1.4%	-10.2%	2.6%	down:14,2	flat	up:77,62	47	18.0%	110	-	-	-	-	+22%	-32%
1182	Amlak International Finance Co.	Financial Services	174	185	15.6	8.6	-2.9%	-14.8%	-27.3%	down:41,4	down:151,4	down:497,4	208	61.2%	174	-	-	-	red,red	+8%	+17%
1183	SHL Finance Co.	Financial Services	145	229	28.4	15.05	0.6%	0.1%	-36.5%	down:17,6	down:120,87	down:52,6	213	58.6%	246	-	-	-	-	+855%	+107%
1201	Takween Advanced Industries Co.	Materials	240	230	-	4.65	-9.0%	-16.8%	-42.9%	down:18,*	down:534,*	down:906,*	268	78.3%	1248	All-Time Low	-	-	red	-41%	+20%
1202	Middle East Paper Co.	Materials	144	74	-	16.81	-6.2%	-6.5%	-43.0%	down:16,1	down:378,87	down:134,87	242	75.5%	576	-	-	-	-	-31%	-46%
1210	Basic Chemical Industries Co.	Materials	202	258	38.7	23.31	-3.8%	-10.0%	-13.2%	down:39,*	down:161,88	down:437,88	265	24.4%	1197	-	-	-	red	-3%	+9%
1211	Saudi Arabian Mining Co.	Materials	4	5	28.8	56.15	-5.5%	-21.4%	3.0%	down:54,*	flat	up:1313,112	48	41.6%	112	-	-	-	red	-16%	-60%
1212	Astra Industrial Group	Capital Goods	45	102	18.3	127.4	-3.2%	-12.5%	-14.5%	down:48,1	down:48,1	flat	164	21.7%	374	-	300	6%	red	-27%	-42%
1213	Naseej International Trading Co.	Consumer Durables & Apparel	260	98	-	24.48	-23.2%	-11.6%	-75.7%	up:13,12	down:174,89	down:68,28	126	333.0%	352	-	-	-	-	-54%	+264%
1214	Al Hassan Ghazi Ibrahim Shaker Co.	Capital Goods	163	143	13.1	13.27	-4.6%	-19.6%	-53.6%	down:55,*	down:272,*	down:89,*	236	115.7%	573	6-Year Low	-	-	red,red	-53%	+9%
1301	United Wire Factories Co.	Materials	221	246	82.5	16.44	-3.4%	-9.5%	-31.8%	down:2,1	down:171,88	down:291,88	239	57.2%	574	-	-	-	-	-52%	+14%
1302	Bawan Co.	Capital Goods	110	105	12.8	38.5	-4.5%	-15.8%	-29.7%	down:21,2	down:109,2	flat	161	60.0%	367	-	-	-	red,red	-8%	-1%
1303	Electrical Industries Co.	Capital Goods	29	15	29.3	13.84	-4.1%	-27.5%	58.2%	down:25,*	up:290,59	up:848,59	24	38.2%	58	-	-	-	-	+30%	+22%
1304	Al Yamamah Steel Industries Co.	Materials	139	65	38.7	39.9	-5.0%	2.3%	15.9%	up:22,9	up:119,9	up:547,9	4	7.8%	9	-	608	79%	-	-36%	+52%
1320	Saudi Steel Pipe Co.	Materials	129	58	12.3	49.36	-2.2%	-9.8%	-10.4%	down:2,*	flat	flat	107	20.6%	577	-	-	-	-	-64%	-9%
1321	East Pipes Integrated Company for Industry	Materials	87	24	9.6	223.0	1.4%	19.4%	87.1%	up:75,5	up:143,5	up:98,5	2	1.8%	5	-	-	-	-	-46%	-41%
1322	Almasane Alkobra Mining Co.	Materials	57	42	22.5	68.0	-4.5%	-23.7%	2.0%	down:78,2	flat	up:68,61	45	71.8%	109	-	-	-	red,red	-29%	-75%
1323	United Carton Industries Co.	Materials	175	187	12.4	25.08	-1.3%	-2.5%	-29.0%	up:26,7	down:33,28	flat	61	40.8%	281	-	-	-	-	-62%	+32%
1324	Saleh Abdulaziz Al Rashed and Sons Co.	Materials	173	44	-	40.82	-5.0%	-29.5%	-	down:33,*	-	-	95	68.3%	71	All-Time Low	-	-	-	-35%	-19%
1810	Seera Group Holding	Consumer Services	73	101	-	21.74	3.2%	-5.4%	-15.3%	flat	down:84,79	flat	110	45.0%	184	-	91	49%	-	+17%	-15%
1820	BAAN Holding Group Co.	Consumer Services	210	84	-	2.02	-1.5%	8.0%	-11.8%	up:57,11	flat	down:1098,79	83	25.2%	582	-	-	-	-	-33%	+44%
1830	Leejam Sports Co.	Consumer Services	91	114	14.3	71.5	-8.7%	-19.8%	-46.6%	down:22,*	down:357,*	down:51,*	240	110.8%	575	5-Year Low	-	-	red,red	+4%	-48%
1831	Maharah Human Resources Co.	Commercial & Professional Svc	107	68	20.3	5.51	9.1%	11.3%	44.2%	up:4,*	up:117,*	up:4,*	1	0.0%	0	1-Year High	-	-	-	+58%	+3%
1832	Sadr Logistics Co.	Commercial & Professional Svc	230	150	-	2.61	-5.1%	-3.0%	-9.4%	down:6,5	down:415,87	down:395,87	263	16.9%	1139	-	145	47%	-	+33%	+41%
1833	Al Mawarid Manpower Co.	Commercial & Professional Svc	141	77	12.5	109.9	7.8%	28.1%	11.7%	up:45,*	up:6,*	flat	15	0.0%	0	1-Year High	-	-	green	-57%	-12%
1834	Saudi Manpower Solutions Co.	Commercial & Professional Svc	126	88	15.8	6.45	2.4%	11.6%	1.1%	up:61,25	flat	flat	31	0.3%	25	-	-	-	-	+28%	-62%
1835	Tamkeen Human Resource Co.	Commercial & Professional Svc	156	178	12.4	47.6	3.8%	2.6%	-14.4%	up:2,1	down:154,67	flat	63	30.5%	404	-	93	83%	-	+69%	+2%
2001	Methanol Chemicals Co.	Materials	214	241	-	39.88	0.0%	-0.3%	-31.0%	up:75,64	flat	down:602,89	87	49.4%	1045	-	-	-	-	-	-
2010	Saudi Basic Industries Corp.	Materials	6	7	-	52.4	1.6%	-13.0%	-4.9%	down:31,5	down:21,5	down:885,126	261	19.8%	1082	-	299	20%	-	0%	-30%
2020	SABIC Agri-Nutrients Co.	Materials	12	11	15.5	124.0	0.2%	-21.0%	7.8%	down:31,9	flat	up:63,62	44	28.2%	62	-	-	-	-	+5%	-41%
2030	Saudi Arabia Refineries Co.	Energy	198	99	-	50.35	-7.1%	8.3%	-18.7%	up:13,8	down:551,28	down:507,28	142	25.1%	577	-	-	-	-	-49%	+823%
2040	Saudi Ceramic Co.	Capital Goods	108	141	15.8	24.99	-6.4%	-15.6%	-25.8%	down:33,1	down:31,1	down:342,1	228	34.8%	542	-	842	13%	red,red	+70%	-26%
2050	Savola Group	Food & Beverages	58	38	8.9	26.92	-5.8%	-0.2%	2.8%	flat	up:21,16	flat	26	11.4%	15	-	-	-	-	-21%	-41%
2060	National Industrialization Co.	Materials	74	106	-	9.27	2.5%	-10.6%	-3.5%	down:18,13	down:14,13	down:884,88	210	27.7%	191	-	-	-	-	+2%	-36%
2070	Saudi Pharmaceutical Industries and Medical Appliances Corp.	Pharma, Biotech & Life Science	100	81	27.7	29.4	4.0%	-9.0%	18.9%	up:4,3	up:63,57	down:488,317	43	12.3%	57	-	215	55%	-	-88%	+277%
2080	National Gas and Industrialization Co.	Utilities	70	133	24.3	69.15	-1.4%	-18.0%	-11.4%	down:57,6	down:84,6	flat	157	37.1%	350	-	317	2%	red,red	-35%	+125%
2081	Alkhorayef Water and Power Technologies Co.	Utilities	97	103	15.8	107.8	-2.5%	-10.6%	-21.4%	down:22,*	down:154,*	down:54,*	245	43.3%	584	4-Year Low	-	-	red	+62%	-42%
2082	ACWA POWER Co.	Utilities	7	4	67.6	183.7	-5.3%	4.3%	-22.2%	flat	flat	flat	56	35.4%	441	-	-	-	-	-31%	-75%
2083	The Power and Water Utility Company for Jubail and Yanbu	Utilities	60	89	17.1	36.66	-3.4%	5.9%	-11.7%	flat	flat	flat	58	21.6%	752	-	-	-	-	+26%	-15%
2084	Miahona Co.	Utilities	114	135	35.7	14.0	-7.3%	-19.6%	-46.6%	down:53,*	down:171,87	flat	171	97.4%	497	-	-	-	red	-16%	-30%
2090	National Gypsum Co.	Materials	222	219	-	14.06	-5.3%	-5.6%	-35.6%	down:2,*	down:484,87	down:647,87	231	56.5%	558	-	72	11%	-	-73%	+123%
2100	Wafrah for Industry and Development Co.	Food & Beverages	228	139	-	22.03	-5.8%	-0.8%	-23.6%	up:13,8	down:411,87	down:286,87	139	31.2%	572	-	-	-	-	-35%	+612%
2110	Saudi Cable Co.	Capital Goods	162	125	9.7	154.5	-7.9%	-2.8%	12.5%	flat	up:127,23	flat	28	23.0%	23	-	-	-	-	+11%	-63%
2120	Saudi Advanced Industries Co.	Financial Services	176	167	-	16.48	-3.6%	-4.2%	-40.3%	flat	down:336,87	down:202,87	196	67.5%	558	-	75	44%	-	+5%	+74%
2130	Saudi Industrial Development Co.	Consumer Durables & Apparel	246	100	-	17.22	0.1%	41.3%	-14.8%	up:59,24	flat	down:714,81	71	31.5%	241	-	-	-	-	+60%	-48%
2140	AYYAN Investment Co.	Health Care Equipment & Svc	171	194	-	10.79	-3.3%	-3.4%	-21.8%	down:5,4	down:306,77	down:306,77	246	27.9%	587	-	88	47%	-	-36%	+17%
2150	The National Company for Glass Industries	Materials	154	155	15.1	35.92	-0.3%	-3.7%	-18.7%	down:29,13	down:273,87	flat	163	22.9%	371	-	155	33%	-	+37%	-43%
2160	Saudi Arabian Amiantit Co.	Capital Goods	208	146	-	12.9	-9.5%	-19.3%	-42.1%	down:6,*	down:302,87	down:135,87	223	73.8%	424	-	-	-	-	-64%	+51%
2170	Alujain Corp.	Materials	136	80	-	27.7	2.6%	1.0%	-24.9%	down:11,9	down:537,89	down:426,89	259	35.8%	1051	-	-	-	-	-38%	-12%
2180	Filing and Packing Materials Manufacturing Co.	Materials	245	206	-	31.76	-1.1%	2.6%	-7.5%	up:23,16	flat	down:322,87	81	15.5%	577	-	-	-	-	-74%	-12%
2190	Sustained Infrastructure Holding Co.	Transportation	111	71	33.3	36.2	7.3%	12.1%	3.2%	up:4,3	up:41,30	up:70,30	6	4.3%	30	-	648	74%	-	+27%	-48%
2200	Arabian Pipes Co.	Materials	164	18	9.9	6.92	5.6%	-2.4%	7.6%	flat	flat	flat	53	12.9%	25	-	-	-	-	-61%	-48%
2210	Nama Chemicals Co.	Materials	225	269	6.0	18.74	0.0%	-7.5%	-29.6%	down:117,51	down:299,51	down:559,51	257	46.2%	953	5-Year Low	-	-	-	-	-
2220	National Metal Manufacturing and Casting Co.	Materials	237	220	-	12.18	-3.8%	-7.4%	-22.7%	up:10,9	down:161,89	down:851,89	146	47.3%	1252	-	-	-	-	-69%	+37%
2222	Saudi Arabian Oil Co.	Energy	1	2	18.8	26.68	2.1%	-3.0%	9.2%	down:20,10	up:63,37	down:455,208	119	4.8%	37	-	-	-	-	-21%	-50%
2223	Saudi Aramco Base Oil Co.	Materials	32	13	20.1	132.5	6.6%	19.5%	25.4%	up:8,2	up:51,2	flat	17	3.4%	2	-	-	-	-	-15%	-10%
2230	Saudi Chemical Co.	Health Care Equipment & Svc	68	25	18.6	8.46	3.4%	0.5%	13.4%	up:1,*	up:39,34	up:63,34	7	4.7%	34	-	-	-	-	+52%	-47%
2240	Advanced Building Industries Co.	Materials	124	79	25.5	31.34	-7.8%	-16.7%	-30.8%	down:43,1	down:8,1	up:439,290	93	44.6%	290	-	-	-	red,red	-57%	-78%
2250	Saudi Industrial Investment Group	Materials	53	107	-	13.35	0.2%	-5.4%	-22.2%	down:11,5	down:20,5	down:739,119	212	49.8%	222	-	-	-	-	+28%	-35%
2270	Saudia Dairy and Foodstuff Co.	Food & Beverages	65	160	13.5	217.5	-1.0%	-0.2%	-20.6%	flat	down:348,88	flat	118	36.6%	581	-	-	-	-	-35%	-48%
2280	Almarai Co.	Food & Beverages	17	20	17.4	46.58	2.4%	6.4%	-1.8%	up:37,10	flat	down:238,90	85	9.5%	741	-	-	-	-	-11%	-24%
2281	Tanmiah Food Co.	Food & Beverages	165	149	-	60.95	7.6%	-0.6%	-33.1%	flat	down:319,87	down:167,87	200	52.8%	578	-	-	-	-	+177%	+324%
2282	Naqi Water Co.	Food & Beverages	172	216	78.5	55.7	1.6%	6.0%	7.2%	up:16,4	flat	flat	38	13.6%	784	-	-	-	-	-10%	+112%
2283	First Milling Co.	Food & Beverages	104	179	11.4	52.3	-4.0%	-6.6%	-6.4%	down:1,*	flat	flat	109	8.7%	749	-	-	-	-	-44%	+17%
2284	Modern Mills for Food Products Co.	Food & Beverages	120	212	10.2	28.64	-0.3%	-1.0%	-12.8%	flat	down:261,89	flat	115	24.7%	495	-	85	53%	-	+9%	-23%
2285	Arabian Mills for Food Products Co.	Food & Beverages	133	140	8.7	47.14	-1.8%	14.0%	1.4%	up:78,16	up:3,1	flat	18	4.8%	16	-	-	-	-	-25%	-64%
2286	Fourth Milling Co.	Food & Beverages	127	170	10.6	4.12	-1.0%	4.0%	2.7%	flat	up:17,16	flat	27	5.3%	16	-	-	-	-	-12%	-52%
2287	Arabian Company for Agricultural and Industrial Investment	Food & Beverages	192	124	-	27.84	13.2%	-0.6%	-35.6%	flat	down:37,7	flat	111	55.5%	285	-	-	-	-	+228%	+318%
2288	Nofoth Food Products Co.	Food & Beverages	188	256	14.0	6.91	-6.5%	-18.5%	-	down:49,*	flat	flat	99	44.3%	121	All-Time Low	-	-	-	-32%	-19%
2290	Yanbu National Petrochemical Co.	Materials	26	39	245.4	31.5	7.1%	-11.0%	7.1%	flat	down:11,9	down:940,88	189	20.6%	53	-	-	-	-	-7%	0%
2300	Saudi Paper Manufacturing Co.	Materials	134	122	46.9	62.35	10.8%	3.1%	3.7%	up:8,4	flat	up:64,4	14	3.4%	4	-	271	80%	-	-81%	+140%
2310	Sahara International Petrochemical Co.	Materials	46	54	-	13.81	-3.5%	-16.5%	-27.3%	down:38,*	down:899,88	down:394,88	260	49.9%	1051	-	-	-	-	+18%	-3%
2320	Al-Babtain Power and Telecommunication Co.	Capital Goods	94	49	9.2	60.0	-7.3%	-12.7%	4.6%	down:8,1	up:366,19	up:647,19	22	22.0%	19	-	187	7%	-	+28%	-8%
2330	Advanced Petrochemical Co.	Materials	71	61	26.5	23.01	-3.1%	-17.8%	-29.2%	down:28,5	down:144,77	down:685,77	209	66.7%	175	-	-	-	red	+0%	+24%
2340	ARTEX Industrial Investment Co.	Consumer Durables & Apparel	187	203	-	12.5	1.6%	17.4%	-3.3%	up:32,9	flat	down:701,87	89	13.1%	1259	-	-	-	green	+54%	+11%
2350	Saudi Kayan Petrochemical Co.	Materials	59	22	-	5.08	-2.3%	-6.3%	7.9%	down:15,1	flat	down:681,267	187	23.6%	1067	-	339	33%	-	+13%	-32%
2360	Saudi Vitrified Clay Pipes Co.	Materials	254	213	-	17.95	-5.3%	-3.5%	-38.5%	flat	down:540,24	down:914,24	199	64.4%	577	-	-	-	-	+202%	+371%
2370	Middle East Specialized Cables Co.	Capital Goods	181	92	9.8	32.5	6.6%	4.7%	0.4%	up:4,2	up:5,2	flat	20	6.0%	42	-	-	-	-	+103%	+80%
2380	Rabigh Refining and Petrochemical Co.	Energy	38	8	-	14.56	19.2%	33.0%	97.8%	up:4,*	up:73,36	flat	19	11.1%	36	-	-	-	-	+21%	-1%
2381	Arabian Drilling Co.	Energy	63	96	-	89.35	-1.3%	-0.2%	2.1%	flat	flat	flat	57	18.6%	618	-	-	-	-	+75%	-28%
2382	Ades Holding Co.	Energy	30	35	22.2	18.51	-0.6%	-2.3%	42.6%	flat	up:116,32	flat	29	6.6%	32	-	-	-	-	-28%	-26%
3002	Najran Cement Co.	Materials	166	208	19.1	5.69	-2.4%	-5.2%	-30.4%	down:106,25	down:732,25	down:817,25	270	45.2%	1264	-	-	-	-	+25%	-33%
3003	City Cement Co.	Materials	138	113	13.3	10.55	-6.5%	-14.7%	-35.7%	down:45,2	down:270,2	down:619,2	217	63.8%	319	-	-	-	red,red	+71%	-4%
3004	Northern Region Cement Co.	Materials	155	244	22.2	6.58	-2.2%	-6.8%	-14.7%	down:38,1	down:325,1	down:880,1	269	29.0%	1252	13-Year Low	-	-	red,red	-13%	+26%
3005	Umm Al-Qura Cement Co.	Materials	200	243	14.9	13.99	0.8%	15.6%	-12.0%	up:51,50	flat	down:290,87	72	13.6%	319	-	-	-	-	+60%	+4%
3007	Zahrat Al Waha for Trading Co.	Materials	218	184	234.0	2.79	2.9%	10.7%	9.8%	up:26,2	flat	down:479,131	70	2.9%	2	-	-	-	green	+3%	+162%
3008	Al Kathiri Holding Co.	Materials	229	163	-	1.39	-13.7%	-28.4%	-33.5%	down:88,*	down:426,*	down:335,*	255	61.2%	805	All-Time Low	-	-	red,red	-22%	+41%
3010	Arabian Cement Co.	Materials	118	188	14.8	23.4	1.3%	1.3%	2.1%	up:4,*	flat	down:702,237	88	3.6%	1225	-	-	-	-	+110%	-4%
3020	Yamama Cement Co.	Materials	82	110	10.8	24.55	-2.8%	1.2%	-30.8%	down:7,5	down:210,153	down:84,81	218	46.0%	327	-	172	34%	-	-34%	-44%
3030	Saudi Cement Co.	Materials	80	172	14.5	30.0	-1.1%	-13.0%	-24.2%	down:50,*	down:282,*	down:1120,*	215	36.7%	301	20-Year Low	-	-	red,red	+15%	-46%
3040	Qassim Cement Co.	Materials	85	144	18.3	45.58	1.5%	6.6%	-5.8%	up:17,*	flat	down:612,211	91	6.4%	1355	-	-	-	-	-34%	-37%
3050	Southern Province Cement Co.	Materials	101	227	22.4	19.25	-0.0%	-11.4%	-29.1%	down:67,10	down:753,10	down:919,10	272	43.2%	1370	-	-	-	red,red	-32%	-8%
3060	Yanbu Cement Co.	Materials	119	119	22.4	15.16	-3.4%	2.8%	-19.8%	down:2,*	down:10,*	down:672,87	254	25.1%	762	-	-	-	-	-17%	-58%
3080	Eastern Province Cement Co.	Materials	128	181	9.4	26.72	-1.5%	14.0%	-9.1%	up:45,16	flat	down:542,87	86	10.0%	769	-	-	-	-	-49%	-48%
3090	Tabuk Cement Co.	Materials	196	240	17.2	7.74	-1.8%	-4.1%	-26.3%	down:71,2	down:310,2	down:728,2	219	41.7%	356	-	-	-	red	-30%	-18%
3091	Al Jouf Cement Co.	Materials	211	231	-	4.98	-3.5%	-1.0%	-29.2%	down:4,1	down:319,67	down:884,67	220	44.2%	364	-	-	-	-	-27%	-47%
3092	Riyadh Cement Co.	Materials	109	182	13.7	22.6	-1.4%	-5.1%	-28.2%	down:9,7	down:210,25	flat	153	42.9%	319	-	-	-	-	+11%	-57%
4001	Abdullah Al Othaim Markets Co.	Consumer Staples Distribution & Retail	77	136	13.1	5.34	-8.9%	-14.2%	-31.5%	down:96,*	down:536,*	down:286,*	253	47.6%	742	9-Year Low	-	-	red,red	-44%	+28%
4002	Mouwasat Medical Services Co.	Health Care Equipment & Svc	40	53	18.8	60.9	-4.5%	-15.6%	-19.3%	down:44,1	down:464,87	down:219,87	230	29.7%	557	-	-	-	-	+45%	-13%
4003	United Electronics Co.	Consumer Discretionary Distribution & Retail	66	97	12.9	68.85	-4.8%	-16.6%	-21.8%	down:53,2	down:152,2	down:62,2	222	35.0%	417	-	-	-	red	-34%	+21%
4004	Dallah Healthcare Co.	Health Care Equipment & Svc	44	94	23.1	106.5	-3.0%	-16.7%	-17.7%	down:14,2	down:145,88	flat	181	47.1%	594	-	339	13%	-	+22%	-60%
4005	National Medical Care Co.	Health Care Equipment & Svc	75	60	18.3	109.2	5.4%	-18.8%	-37.2%	flat	down:162,37	flat	117	66.7%	499	-	-	-	-	-27%	-66%
4006	Saudi Marketing Co.	Consumer Staples Distribution & Retail	209	255	22.8	12.94	-1.5%	-4.9%	-24.9%	flat	down:509,87	down:529,87	198	37.3%	577	-	-	-	-	-68%	+96%
4007	Al Hammadi Holding	Health Care Equipment & Svc	96	159	15.5	26.9	-0.4%	-0.7%	-27.8%	flat	down:509,87	down:149,87	202	38.6%	603	-	-	-	-	-41%	-57%
4008	Saudi Company for Hardware	Consumer Discretionary Distribution & Retail	179	207	20.3	22.93	-3.7%	-9.8%	-19.7%	down:51,30	down:159,87	down:1127,87	251	44.9%	623	-	-	-	-	+15%	-56%
4009	Middle East Healthcare Co.	Health Care Equipment & Svc	102	62	8.6	31.86	0.0%	-13.9%	-45.1%	down:40,17	down:329,88	down:90,88	249	87.7%	603	-	-	-	-	-36%	-12%
4011	Lazurde Company for Jewelry	Consumer Durables & Apparel	205	228	-	11.1	-0.1%	-5.1%	-14.6%	down:55,2	down:455,2	down:969,2	244	21.6%	577	-	-	-	-	+204%	+4%
4012	Thob Al Aseel Co.	Consumer Durables & Apparel	146	217	14.3	3.64	-0.8%	-4.2%	-11.9%	down:5,*	flat	down:307,141	186	14.0%	750	-	239	55%	-	-16%	-29%
4013	Dr. Sulaiman Al Habib Medical Services Group	Health Care Equipment & Svc	8	29	36.4	215.1	1.5%	-14.8%	-16.2%	down:57,13	down:163,13	flat	180	30.2%	593	-	33	51%	-	-23%	-33%
4014	Scientific and Medical Equipment House Co.	Health Care Equipment & Svc	178	232	32.6	28.54	-2.9%	-10.8%	-24.7%	down:20,1	down:340,89	down:89,88	234	43.7%	572	-	-	-	-	-8%	-35%
4015	Jamjoom Pharmaceuticals Factory Co.	Pharma, Biotech & Life Science	50	145	22.3	146.9	-5.2%	-5.6%	-15.7%	down:4,2	flat	flat	104	20.5%	453	-	-	-	-	-22%	+16%
4016	Middle East Pharmaceutical Industries Co.	Pharma, Biotech & Life Science	135	132	20.3	60.45	-0.1%	-2.0%	-12.3%	up:24,3	down:153,71	flat	64	30.3%	587	-	-	-	-	-38%	-55%
4017	Dr. Soliman Abdel Kader Fakeeh Hospital Co.	Health Care Equipment & Svc	61	165	24.9	34.76	-5.3%	-0.4%	-12.0%	flat	flat	flat	54	22.6%	400	-	-	-	-	-8%	-56%
4018	Almoosa Health Co.	Health Care Equipment & Svc	69	151	-	118.3	-0.6%	-17.7%	-30.1%	down:58,36	down:86,36	flat	148	69.1%	174	-	36	20%	-	-37%	-49%
4019	Specialized Medical Co.	Health Care Equipment & Svc	88	130	16.7	16.0	-4.5%	-16.4%	-25.4%	down:55,*	down:14,*	flat	152	35.0%	261	All-Time Low	-	-	red,red	-1%	-21%
4020	Saudi Real Estate Co.	Real Estate Mgmt & Dev't	81	75	11.5	17.8	14.0%	25.4%	-7.9%	up:3,1	flat	down:39,6	73	9.8%	363	-	-	-	-	+934%	+25%
4021	Canadian Medical Center Co.	Health Care Equipment & Svc	238	158	39.6	5.42	-4.9%	-8.8%	-	down:1,*	flat	flat	100	67.0%	140	-	-	-	-	+5%	+93%
4030	National Shipping Company of Saudi Arabia	Energy	21	26	12.3	33.14	3.9%	0.8%	39.3%	down:15,7	up:169,50	up:825,50	23	11.5%	50	-	-	-	-	+21%	+43%
4031	Saudi Ground Services Co.	Transportation	72	63	15.3	28.26	-9.0%	-16.5%	-43.5%	down:17,1	down:222,1	flat	174	77.6%	557	-	-	-	red	+7%	-64%
4040	Saudi Public Transport Co.	Transportation	161	121	899.0	11.42	1.7%	-1.1%	-20.2%	up:12,8	flat	down:275,88	74	25.7%	406	-	-	-	-	-13%	-39%
4050	Saudi Automotive Services Co.	Consumer Discretionary Distribution & Retail	99	69	71.7	42.7	-3.3%	-21.8%	-21.9%	down:20,1	down:141,38	flat	179	70.3%	587	-	-	-	red	+16%	-71%
4051	Baazeem Trading Co.	Consumer Discretionary Distribution & Retail	216	189	133.2	5.61	-0.9%	0.0%	-3.8%	flat	down:91,87	down:523,269	190	25.5%	179	-	-	-	-	-34%	+100%
4061	Anaam International Holding Group	Consumer Staples Distribution & Retail	248	127	-	11.94	-3.9%	4.4%	-21.3%	up:19,7	down:325,79	down:330,79	131	37.4%	441	-	-	-	-	-61%	+110%
